,Unnamed: 0,stat,mean,SD,var,SE,bias,RMSE,true
0,0,iw,0.3328366351914881,0.0387890505854145,0.0015045904453178,0.0017346990778332,0.001407682623029,0.0388145850896931,0.331428952568459
1,1,dm,0.2964783075086118,0.0291991961025245,0.0008525930530336,0.0013058277474718,0.0349506450598472,0.0455427342518332,0.331428952568459
2,2,dm_iw,0.3329098747187373,0.0284920386972678,0.0008117962691266,0.0012742027068929,0.0014809221502782,0.0285304994618354,0.331428952568459
3,3,dm_log,0.2378310541741212,0.0239028609383274,0.000571346761037,0.0010689684382964,0.0935978983943378,0.0966018288899016,0.331428952568459
4,4,dm_log_iw,0.3287684246057933,0.029081038550814,0.0008457068031939,0.0013005435811182,0.0026605279626657,0.0292024864049973,0.331428952568459
5,5,dr,0.3309984195849148,0.0289432973846577,0.0008377144634967,0.0012943836089017,0.0004305329835442,0.0289464993072851,0.331428952568459
6,6,dr_log,0.3297147634593108,0.0312318718904452,0.0009754298217811,0.001396731772232,0.0017141891091482,0.0312788789134634,0.331428952568459
7,7,dm_rf,0.1234970421956695,0.0470522713486425,0.0022139162390662,0.0021042415446266,0.2079319103727895,0.213189107579032,0.331428952568459
8,8,dr_rf,0.2674471578184139,0.0300841992321499,0.0009050590434396,0.0013454062906346,0.0639817947500451,0.0707016909477886,0.331428952568459
